Id,Label,timeset,modularity_class,eigencentrality
2952,,,15,0.027843
2953,,,15,0
2954,,,15,0.173422
2955,,,15,0.021735
2956,,,15,0
2957,,,15,0
2958,,,15,0
2959,,,5,0.005599
2960,,,5,0
2961,,,27,0.138214
2962,,,17,0.004295
2963,,,47,0.000821
2964,,,3,0.032879
2965,,,15,0.053875
2966,,,27,0.015973
2967,,,9,0
2968,,,9,0.009656
2969,,,15,0.02408
2970,,,186,0.150465
2971,,,13,0.043398
2972,,,6,0.001067
2973,,,81,0.003499
2974,,,18,0.002482
2975,,,18,0.003209
2976,,,186,0.030332
2977,,,15,0
2978,,,15,0
2979,,,15,0
2980,,,365,0.012992
2981,,,365,0.011007
2982,,,365,0
2983,,,15,0.047678
2984,,,47,0.012697
2985,,,15,0
2986,,,15,0.015484
2987,,,81,0.087238
2988,,,24,0
2989,,,10,0.01634
2990,,,4,0
2991,,,9,0.056404
2992,,,15,0.114402
2993,,,47,0.005001
2994,,,15,0
2995,,,14,0.013043
2996,,,14,0
2997,,,365,0
2998,,,8,0.05513
2999,,,365,0
3000,,,47,0.012775
3001,,,27,0
3002,,,26,0.096091
3003,,,365,0.000821
3004,,,365,0.009203
3005,,,365,0.056843
3006,,,365,0
3007,,,11,0.048831
3008,,,365,0.075249
3009,,,365,0
3010,,,41,0
3011,,,365,0.010387
3012,,,365,0.002102
3013,,,34,0.01478
3014,,,37,0.000821
3015,,,365,0.011852
3016,,,15,0
3017,,,27,0
3018,,,27,0.025412
3019,,,9,0.049154
3020,,,27,0
3021,,,27,0
3022,,,47,0.072527
3023,,,81,0.006808
3024,,,14,0
3025,,,14,0.026115
3026,,,14,0.003594
3027,,,37,0.018974
3028,,,20,0.003923
3029,,,8,0
3030,,,16,0.012022
3031,,,41,0
3032,,,16,0.052104
3033,,,2,0.00248
3034,,,18,0
3035,,,26,0.119499
3036,,,41,0.01507
3037,,,2,0.028742
3038,,,41,0.009622
3039,,,34,0
3040,,,34,0.001643
3041,,,15,0.16797
3042,,,15,0.354933
3043,,,68,0
3044,,,15,0
3045,,,365,0.034612
3046,,,27,0
3047,,,4,0.00932
3048,,,365,0.016916
3049,,,44,0.008165
3050,,,365,0
3051,,,47,0
3052,,,37,0.039959
3053,,,81,0.011943
3054,,,17,0.00643
3055,,,47,0.130895
3056,,,47,0.004389
3057,,,186,0.000968
3058,,,68,0.000969
3059,,,5,0.04995
3060,,,15,0.00105
3061,,,9,0
3062,,,9,0
3063,,,13,0
3064,,,86,0.028928
3065,,,13,0.05034
3066,,,10,0.00512
3067,,,31,0.040367
3068,,,31,0.006266
3069,,,136,0.000821
3070,,,26,0.001643
3071,,,4,0.015779
3072,,,27,0.005537
3073,,,81,0.052522
3074,,,16,0.113689
3075,,,365,0.046625
3076,,,41,0
3077,,,136,0.006808
3078,,,266,0.069609
3079,,,16,0.008678
3080,,,20,0.019101
3081,,,20,0
3082,,,20,0.007073
3083,,,4,0.00327
3084,,,15,0.003836
3085,,,13,0.010771
3086,,,4,0.036992
3087,,,81,0.052013
3088,,,4,0
3089,,,4,0.00711
3090,,,4,0
3091,,,15,0.072073
3092,,,15,0.022281
3093,,,15,0
3094,,,68,0
3095,,,68,0.000821
3096,,,4,0.004513
3097,,,37,0.015499
3098,,,37,0.017754
3099,,,186,0.045946
3100,,,19,0
3101,,,19,0.000821
3102,,,5,0.023427
3103,,,4,0.006428
3104,,,4,0
3105,,,4,0
3106,,,4,0.003427
3107,,,2,0.031837
3108,,,4,0
3109,,,4,0.000821
3110,,,17,0.157526
3111,,,4,0.002572
3112,,,36,0.240791
3113,,,17,0.000821
3114,,,40,0
3115,,,10,0.036364
3116,,,4,0.003378
3117,,,4,0.003002
3118,,,15,0.100375
3119,,,27,0
3120,,,16,0.019227
3121,,,47,0.020407
3122,,,41,0
3123,,,9,0.005831
3124,,,30,0.013583
3125,,,40,0.002294
3126,,,12,0.001779
3127,,,18,0.007191
3128,,,2,0
3129,,,2,0.080851
3130,,,9,0.009369
3131,,,2,0
3132,,,2,0
3133,,,37,0.002797
3134,,,9,0.033646
3135,,,6,0.014334
3136,,,41,0
3137,,,41,0
3138,,,41,0.107924
3139,,,34,0
3140,,,41,0
3141,,,41,0
3142,,,68,0.030462
3143,,,266,0.00321
3144,,,186,0.005585
3145,,,21,0.021555
3146,,,18,0
3147,,,2,0
3148,,,186,0.135458
3149,,,19,0.003495
3150,,,365,0
3151,,,365,0
3152,,,11,0.030255
3153,,,20,0.008545
3154,,,68,0
3155,,,34,0.037073
3156,,,365,0.034933
3157,,,34,0
3158,,,37,0
3159,,,34,0.007587
3160,,,19,0.004167
3161,,,7,0
3162,,,4,0.020298
3163,,,1,0.091275
3164,,,4,0.141082
3165,,,18,0.00132
3166,,,9,0
3167,,,365,0
3168,,,47,0.002185
3169,,,36,0.058565
3170,,,365,0.002616
3171,,,365,0.004393
3172,,,365,0
3173,,,365,0
3174,,,365,0.007116
3175,,,31,0.004107
3176,,,4,0
3177,,,16,0
3178,,,16,0.015222
3179,,,14,0.180181
3180,,,2,0
3181,,,2,0.013062
3182,,,30,0.003104
3183,,,30,0.007452
3184,,,136,0.054263
3185,,,365,0.136951
3186,,,41,0.029028
3187,,,41,0
3188,,,14,0.002391
3189,,,37,0.003163
3190,,,2,0.002493
3191,,,3,0
3192,,,3,0.015365
3193,,,44,0.031689
3194,,,6,0
3195,,,36,0.003286
3196,,,41,0
3197,,,41,0.008131
3198,,,41,0.005944
3199,,,44,0
3200,,,7,0.016853
3201,,,365,0.010492
3202,,,6,0.333316
3203,,,365,0.002138
3204,,,34,0
3205,,,15,0.11257
3206,,,16,0
3207,,,34,0.031786
3208,,,15,0.252664
3209,,,15,0.118399
3210,,,36,0.016495
3211,,,18,0.028724
3212,,,81,0
3213,,,81,0.012023
3214,,,365,0.041224
3215,,,41,0.057815
3216,,,30,0
3217,,,34,0
3218,,,27,0.071082
3219,,,197,0.002857
3220,,,27,0
3221,,,27,0.001793
3222,,,27,0.001023
3223,,,5,0.001662
3224,,,44,0.005922
3225,,,3,0.015923
3226,,,8,0.03279
3227,,,4,0
3228,,,6,0.000821
3229,,,19,0.016443
3230,,,19,0.000821
3231,,,26,0.014836
3232,,,19,0.043056
3233,,,0,0.056904
3234,,,19,0.005589
3235,,,19,0
3236,,,37,0.0026
3237,,,37,0.004832
3238,,,41,0
3239,,,41,0
3240,,,365,0
3241,,,81,0.002464
3242,,,30,0.006054
3243,,,21,0.046247
3244,,,21,0
3245,,,15,0.005772
3246,,,18,0.022281
3247,,,86,0.089135
3248,,,18,0
3249,,,15,0.046129
3250,,,37,0.126239
3251,,,136,0.088032
3252,,,37,0
3253,,,37,0
3254,,,37,0.003325
3255,,,24,0.01348
3256,,,37,0.020364
3257,,,2,0
3258,,,2,0.017884
3259,,,2,0.020352
3260,,,2,0.000957
3261,,,30,0
3262,,,30,0.006611
3263,,,0,0.024897
3264,,,47,0.01023
3265,,,3,0.017651
3266,,,44,0.003306
3267,,,27,0.017674
3268,,,136,0.012215
3269,,,27,0
3270,,,47,0.067125
3271,,,6,0
3272,,,266,0.057305
3273,,,17,0
3274,,,3,0
3275,,,186,0.045402
3276,,,1,0
3277,,,3,0.016017
3278,,,3,0
3279,,,0,0.005797
3280,,,4,0
3281,,,34,0.112749
3282,,,11,0
3283,,,37,0
3284,,,0,0.000821
3285,,,0,0.0026
3286,,,0,0
3287,,,47,0.009216
3288,,,365,0
3289,,,365,0
3290,,,14,0
3291,,,186,0.034321
3292,,,365,0
3293,,,365,0.000821
3294,,,41,0.000969
3295,,,41,0.000969
3296,,,15,0.046431
3297,,,37,0.050249
3298,,,15,0
3299,,,15,0.004081
3300,,,365,0.00474
3301,,,186,0
3302,,,36,0.01824
3303,,,47,0
3304,,,81,0.040175
3305,,,15,0.095038
3306,,,15,0.000821
3307,,,41,0
3308,,,24,0
3309,,,24,0.000821
3310,,,15,0.002614
3311,,,365,0
3312,,,2,0.011046
3313,,,2,0
3314,,,9,0.002503
3315,,,26,0.004669
3316,,,9,0
3317,,,68,0.040568
3318,,,15,0.002113
3319,,,15,0.053834
3320,,,15,0
3321,,,15,0.028743
3322,,,14,0.066261
3323,,,365,0.000821
3324,,,7,0
3325,,,1,0.22572
3326,,,4,0
3327,,,1,0.003352
3328,,,1,0
3329,,,13,0
3330,,,1,0
3331,,,41,0.006191
3332,,,365,0
3333,,,21,0.004302
3334,,,86,0
3335,,,86,0.004928
3336,,,8,0.016172
3337,,,2,0
3338,,,2,0.048295
3339,,,24,0.003614
3340,,,15,0.004853
3341,,,15,0.009092
3342,,,6,0.01624
3343,,,41,0.056904
3344,,,10,0.049364
3345,,,7,0.099923
3346,,,4,0.068867
3347,,,31,0.004107
3348,,,37,0.001394
3349,,,8,0.002641
3350,,,41,0.063013
3351,,,4,0.001291
3352,,,13,0.034504
3353,,,37,0.002838
3354,,,26,0.01368
3355,,,40,0.030511
3356,,,365,0.027543
3357,,,13,0.042146
3358,,,9,0
3359,,,14,0
3360,,,81,0.036121
3361,,,40,0.026976
3362,,,40,0
3363,,,5,0.006422
3364,,,4,0.007491
3365,,,41,0
3366,,,13,0.013352
3367,,,365,0.071957
3368,,,13,0.00894
3369,,,13,0
3370,,,13,0
3371,,,13,0
3372,,,13,0
3373,,,13,0
3374,,,186,0.000821
3375,,,365,0.005624
3376,,,44,0.129528
3377,,,34,0.022841
3378,,,12,0.526619
3379,,,15,0.012592
3380,,,9,0.005066
3381,,,41,0
3382,,,41,0.107056
3383,,,44,0
3384,,,266,0
3385,,,36,0.172413
3386,,,3,0
3387,,,0,0.003722
3388,,,0,0
3389,,,0,0.006146
3390,,,0,0
3391,,,45,0
3392,,,45,0.000821
3393,,,36,0.006008
3394,,,13,0.036963
3395,,,13,0.010418
3396,,,37,0.085114
3397,,,31,0.011511
3398,,,31,0
3399,,,86,0
3400,,,31,0
3401,,,2,0.012145
3402,,,2,0
3403,,,2,0
3404,,,17,0
3405,,,17,0.005273
3406,,,6,0
3407,,,17,0
3408,,,17,0
3409,,,2,0.228513
3410,,,15,0
3411,,,27,0.012269
3412,,,9,0.026779
3413,,,13,0.070007
3414,,,13,0
3415,,,36,0.045528
3416,,,41,0.003301
3417,,,41,0
3418,,,26,0
3419,,,19,0
3420,,,27,0.00452
3421,,,26,0.035715
3422,,,6,0.028633
3423,,,26,0.003662
3424,,,266,0.033813
3425,,,26,0
3426,,,26,0
3427,,,197,0.001257
3428,,,81,0.006478
3429,,,6,0.010982
3430,,,15,0.034216
3431,,,17,0
3432,,,37,0.019845
3433,,,41,0.07849
3434,,,15,0.010776
3435,,,4,0.065838
3436,,,4,0.060589
3437,,,365,0.073319
3438,,,3,0.008855
3439,,,68,0.036801
3440,,,41,0.00709
3441,,,26,0.006818
3442,,,6,0
3443,,,4,0.001461
3444,,,9,0.084894
3445,,,44,0.024879
3446,,,44,0.004412
3447,,,44,0
3448,,,44,0.002479
3449,,,13,0
3450,,,29,0
3451,,,6,0.00591
3452,,,6,0.060557
3453,,,17,0.008594
3454,,,47,0.016056
3455,,,12,0.141992
3456,,,7,0.016382
3457,,,6,0
3458,,,9,0.186201
3459,,,201,0.034264
3460,,,5,0.015732
3461,,,9,0.005262
3462,,,26,0.130128
3463,,,5,0.007205
3464,,,201,0.004205
3465,,,9,0
3466,,,15,0.030734
3467,,,6,0.011033
3468,,,201,0.001198
3469,,,37,0.000821
3470,,,21,0.038456
3471,,,186,0.010893
3472,,,186,0
3473,,,7,0.000821
3474,,,18,0
3475,,,18,0.009292
3476,,,18,0
3477,,,18,0
3478,,,18,0
3479,,,18,0
3480,,,136,0.007466
3481,,,18,0.015876
3482,,,18,0.006613
3483,,,18,0.026983
3484,,,15,0.032953
3485,,,201,0.031109
3486,,,201,0
3487,,,201,0
3488,,,201,0
3489,,,136,0.000821
3490,,,2,0.017263
3491,,,2,0.107334
3492,,,2,0
3493,,,36,0.021488
3494,,,3,0.003077
3495,,,15,0.176435
3496,,,9,0.003401
3497,,,2,0.001999
3498,,,136,0.019563
3499,,,44,0.057514
3500,,,7,0.013492
3501,,,7,0.008678
3502,,,4,0.038724
3503,,,7,0.006563
3504,,,136,0
3505,,,136,0.120828
3506,,,11,0
3507,,,136,0
3508,,,44,0.000821
3509,,,44,0.00275
3510,,,4,0.001009
3511,,,44,0
3512,,,20,0.014353
3513,,,20,0
3514,,,2,0.050117
3515,,,36,0.062349
3516,,,37,0.001643
3517,,,186,0.001643
3518,,,186,0.047426
3519,,,4,0.003707
3520,,,37,0.007275
3521,,,86,0
3522,,,86,0.004477
3523,,,44,0.007643
3524,,,365,0
3525,,,2,0
3526,,,15,0.006949
3527,,,18,0.00543
3528,,,41,0.068836
3529,,,8,0
3530,,,41,0.026456
3531,,,17,0
3532,,,7,0.019634
3533,,,365,0.001092
3534,,,2,0
3535,,,13,0
3536,,,47,0.07313
3537,,,15,0.026044
3538,,,81,0
3539,,,4,0.00611
3540,,,41,0.000821
3541,,,15,0.020492
3542,,,30,0.021704
3543,,,47,0
3544,,,47,0.004293
3545,,,26,0.00305
3546,,,37,0
3547,,,41,0.007768
3548,,,41,0.007175
3549,,,21,0.014004
3550,,,17,0.012972
3551,,,5,0.006485
3552,,,36,0
3553,,,15,0.012545
3554,,,46,0
3555,,,46,0.000821
3556,,,41,0.149614
3557,,,41,0.014766
3558,,,136,0
3559,,,4,0.013723
3560,,,2,0.283285
3561,,,266,0.000821
3562,,,2,0
3563,,,36,0
3564,,,36,0.007977
3565,,,37,0.009029
3566,,,37,0
3567,,,37,0
3568,,,6,0
3569,,,186,0.006555
3570,,,6,0
3571,,,15,0.00294
3572,,,2,0.009428
3573,,,4,0
3574,,,266,0
3575,,,4,0.008961
3576,,,4,0.039949
3577,,,27,0.12186
3578,,,13,0.027139
3579,,,47,0.010981
3580,,,15,0.001643
3581,,,4,0
3582,,,365,0
3583,,,365,0.011903
3584,,,34,0.002155
3585,,,365,0
3586,,,365,0.006024
3587,,,365,0.001134
3588,,,41,0.038697
3589,,,41,0.010033
3590,,,17,0.174768
3591,,,34,0
3592,,,34,0.001938
3593,,,186,0.005885
3594,,,24,0.087461
3595,,,37,0.006963
3596,,,37,0.006142
3597,,,4,0
3598,,,186,0.131478
3599,,,27,0.007954
3600,,,81,0.244195
3601,,,81,0.011334
3602,,,5,0.00483
3603,,,26,0
3604,,,26,0.00341
3605,,,47,0.001376
3606,,,68,0
3607,,,11,0.014354
3608,,,197,0.002296
3609,,,197,0.04216
3610,,,2,0.00141
3611,,,13,0.00458
3612,,,15,0
3613,,,37,0.000821
3614,,,37,0.08689
3615,,,81,0
3616,,,6,0.00762
3617,,,13,0
3618,,,13,0.001643
3619,,,10,0
3620,,,10,0.03401
3621,,,37,0.000821
3622,,,81,0.003421
3623,,,34,0
3624,,,2,0.010962
3625,,,2,0
3626,,,37,0
3627,,,27,0.000821
3628,,,17,0
3629,,,26,0.018875
3630,,,26,0
3631,,,4,0.007672
3632,,,19,0
3633,,,19,0.00515
3634,,,19,0
3635,,,19,0
3636,,,19,0
3637,,,37,0.054831
3638,,,34,0.103136
3639,,,81,0.019877
3640,,,5,0.02414
3641,,,2,0.032993
3642,,,41,0
3643,,,81,0.009807
3644,,,12,0
3645,,,37,0.034431
3646,,,2,0.053258
3647,,,6,0
3648,,,13,0.025405
3649,,,27,0.008189
3650,,,13,0
3651,,,41,0.012717
3652,,,13,0
3653,,,13,0.0026
3654,,,15,0
3655,,,136,0.011926
3656,,,136,0
3657,,,136,0
3658,,,136,0.038388
3659,,,17,0
3660,,,6,0.031045
3661,,,44,0.004893
3662,,,44,0
3663,,,37,0.009305
3664,,,15,0.012677
3665,,,47,0.004764
3666,,,11,0.006736
3667,,,11,0.004551
3668,,,11,0.016359
3669,,,11,0
3670,,,47,0.007657
3671,,,13,0.003161
3672,,,6,0
3673,,,15,0.132879
3674,,,1,0.003773
3675,,,15,0
3676,,,41,0
3677,,,41,0.036291
3678,,,41,0.026381
3679,,,27,0.040522
3680,,,186,0.032846
3681,,,186,0.231948
3682,,,4,0.006891
3683,,,4,0.017447
3684,,,34,0
3685,,,34,0.002907
3686,,,201,0.025687
3687,,,41,0.006763
3688,,,41,0
3689,,,30,0
3690,,,0,0.003649
3691,,,2,0
3692,,,13,0
3693,,,13,0.104863
3694,,,14,0
3695,,,7,0.073551
3696,,,13,0
3697,,,15,0.005134
3698,,,41,0.009893
3699,,,365,0.000982
3700,,,40,0
3701,,,40,0.002905
3702,,,4,0.041008
3703,,,27,0.005091
3704,,,27,0.024239
3705,,,26,0.000821
3706,,,34,0.021394
3707,,,4,0.002113
3708,,,13,0.050087
3709,,,47,0.018727
3710,,,136,0.033181
3711,,,136,0
3712,,,13,0.001831
3713,,,136,0
3714,,,136,0
3715,,,2,0.000821
3716,,,20,0.000986
3717,,,4,0.062673
3718,,,4,0.231358
3719,,,365,0
3720,,,17,0
3721,,,41,0
3722,,,15,0
3723,,,20,0.002194
3724,,,14,0.005694
3725,,,34,0.048854
3726,,,136,0
3727,,,37,0.011722
3728,,,3,0.009919
3729,,,37,0
3730,,,15,0.000821
3731,,,41,0.014588
3732,,,186,0
3733,,,186,0
3734,,,86,0.005892
3735,,,26,0.004491
3736,,,2,0.036513
3737,,,8,0.006478
3738,,,30,0
3739,,,11,0.002789
3740,,,3,0
3741,,,7,0.007953
3742,,,29,0
3743,,,197,0.028414
3744,,,30,0.01208
3745,,,186,0.011897
3746,,,11,0.004531
3747,,,27,0
3748,,,27,0.02126
3749,,,17,0.009222
3750,,,17,0.02305
3751,,,15,0.005207
3752,,,15,0
3753,,,15,0
3754,,,3,0.217493
3755,,,15,0.013853
3756,,,15,0
3757,,,4,0
3758,,,4,0.001643
3759,,,26,0.003626
3760,,,26,0.039072
3761,,,365,0.034344
3762,,,44,0.013303
3763,,,41,0.022492
3764,,,19,0.075973
3765,,,15,0.003491
3766,,,15,0.013051
3767,,,36,0
3768,,,41,0.064927
3769,,,15,0
3770,,,186,0.007324
3771,,,1,0.020683
3772,,,44,0.001643
3773,,,5,0.001394
3774,,,81,0
3775,,,81,0.003215
3776,,,15,0
3777,,,2,0.205614
3778,,,365,0.001026
3779,,,365,0
3780,,,30,0
3781,,,30,0
3782,,,41,0.05963
3783,,,19,0.053696
3784,,,34,0.000821
3785,,,27,0
3786,,,13,0.007071
3787,,,26,0
3788,,,41,0
3789,,,19,0
3790,,,2,0
3791,,,86,0.014726
3792,,,19,0
3793,,,41,0.004831
3794,,,41,0.022531
3795,,,186,0
3796,,,41,0
3797,,,31,0.369279
3798,,,41,0.027765
3799,,,2,0
3800,,,2,0.002215
3801,,,24,0
3802,,,24,0.000821
3803,,,26,0.010106
3804,,,26,0.004888
3805,,,26,0
3806,,,266,0.019199
3807,,,40,0
3808,,,40,0.030827
3809,,,40,0.01126
3810,,,41,0.116451
3811,,,40,0
3812,,,15,0.005789
3813,,,34,0.001938
3814,,,37,0.062322
3815,,,81,0
3816,,,20,0
3817,,,47,0
3818,,,81,0.003285
3819,,,20,0
3820,,,365,0
3821,,,13,0.074529
3822,,,31,0.01343
3823,,,13,0.059729
3824,,,30,0
3825,,,30,0.003975
3826,,,37,0.016536
3827,,,27,0.017264
3828,,,37,0.006881
3829,,,37,0.004037
3830,,,68,0.061552
3831,,,9,0.003618
3832,,,9,0.00122
3833,,,41,0.002846
3834,,,37,0
3835,,,37,0.006628
3836,,,2,0
3837,,,15,0.029683
3838,,,15,0.00677
3839,,,13,0.007014
3840,,,13,0.144536
3841,,,365,0.031003
3842,,,37,0.007812
3843,,,8,0.02834
3844,,,34,0.072242
3845,,,34,0.00922
3846,,,0,0.005447
3847,,,34,0.001716
3848,,,5,0
3849,,,81,0
3850,,,19,0.00918
3851,,,19,0.001643
3852,,,15,0.040348
3853,,,7,0
3854,,,34,0.010716
3855,,,9,0.001643
3856,,,9,0.009182
3857,,,10,0.002259
3858,,,9,0.025333
3859,,,9,0
3860,,,365,0.010888
3861,,,37,0.012728
3862,,,37,0
3863,,,9,0.057214
3864,,,36,0.00722
3865,,,36,0.00166
3866,,,2,0.010531
3867,,,2,0.01455
3868,,,2,0
3869,,,68,0
3870,,,68,0.001938
3871,,,68,0
3872,,,34,0.007528
3873,,,18,0.017504
3874,,,8,0.007436
3875,,,34,0.000821
3876,,,13,0
3877,,,47,0.001643
3878,,,2,0.01726
3879,,,68,0
3880,,,68,0.000821
3881,,,13,0.003649
3882,,,31,0.005032
3883,,,31,0.000821
3884,,,6,0.010343
3885,,,41,0.015265
3886,,,8,0.04716
3887,,,8,0
3888,,,37,0.01213
3889,,,365,0
3890,,,365,0.003349
3891,,,7,0.004912
3892,,,27,0.070508
3893,,,201,0.00325
3894,,,15,0.041312
3895,,,40,0.003017
3896,,,44,0.002614
3897,,,365,0.091809
3898,,,4,0
3899,,,4,0.000821
3900,,,197,0
3901,,,24,0
3902,,,197,0
3903,,,37,0
3904,,,10,0.005895
3905,,,365,0.021405
3906,,,27,0.081796
3907,,,27,0
3908,,,27,0.002214
3909,,,41,0
3910,,,44,0.050275
3911,,,81,0.090326
3912,,,13,0.02101
3913,,,6,0
3914,,,81,0.001104
3915,,,13,0.000821
3916,,,15,0
3917,,,81,0
3918,,,81,0
3919,,,36,0
3920,,,81,0.003851
3921,,,11,0.002621
3922,,,5,0.016626
3923,,,10,0.02898
3924,,,10,0.019257
3925,,,10,0
3926,,,30,0.012542
3927,,,4,0.006196
3928,,,47,0
3929,,,18,0.015004
3930,,,18,0.012064
3931,,,136,0.030885
3932,,,37,0.063776
3933,,,21,0
3934,,,21,0.003285
3935,,,27,0.006388
3936,,,2,0
3937,,,2,0
3938,,,41,0.0141
3939,,,5,0.047653
3940,,,2,0
3941,,,34,0.012628
3942,,,19,0.099679
3943,,,27,0.00219
3944,,,47,0.023163
3945,,,8,0.00808
3946,,,8,0.001915
3947,,,81,0
3948,,,5,0
3949,,,47,0.011224
3950,,,47,0
3951,,,47,0
3952,,,30,0
3953,,,37,0.054823
3954,,,41,0.088638
3955,,,266,0
3956,,,365,0.003621
3957,,,266,0.000821
3958,,,41,0
3959,,,41,0.021768
3960,,,20,0.001643
3961,,,20,0
3962,,,20,0
3963,,,201,0.071598
3964,,,11,0.231455
3965,,,15,0
3966,,,24,0.012105
3967,,,6,0.25574
3968,,,6,0.01936
3969,,,2,0.028934
3970,,,2,0.003471
3971,,,17,0.019135
3972,,,81,0
3973,,,4,0.002688
3974,,,4,0.001148
3975,,,27,0.013254
3976,,,365,0.002763
3977,,,4,0
3978,,,19,0.00754
3979,,,37,0.049149
3980,,,37,0.000969
3981,,,34,0
3982,,,34,0.005737
3983,,,27,0.000821
3984,,,21,0
3985,,,7,0.006471
3986,,,4,0
3987,,,4,0.012537
3988,,,41,0.049793
3989,,,37,0.019551
3990,,,2,0.000821
3991,,,19,0.032641
3992,,,36,0.003489
3993,,,36,0.010881
3994,,,15,0.027863
3995,,,15,0.003464
3996,,,4,0.00412
3997,,,17,0.03107
3998,,,17,0
3999,,,17,0
4000,,,17,0
4001,,,68,0
4002,,,68,0.124284
4003,,,68,0.002328
4004,,,186,0.076006
4005,,,68,0
4006,,,41,0.001643
4007,,,31,0.002337
4008,,,4,0.02488
4009,,,9,0.021143
4010,,,37,0.003154
4011,,,37,0
4012,,,13,0.003818
4013,,,13,0.001301
4014,,,18,0.014661
4015,,,44,0.02609
4016,,,4,0.059478
4017,,,7,0.001938
4018,,,7,0
4019,,,16,0.015113
4020,,,12,0.002853
4021,,,6,0.001994
4022,,,6,0.007919
4023,,,2,0.008324
4024,,,27,0.005502
4025,,,27,0.003033
4026,,,36,0.000821
4027,,,21,0
4028,,,15,0
4029,,,186,0
4030,,,26,0.134108
4031,,,186,0.000821
4032,,,68,0.049261
4033,,,13,0.027707
4034,,,13,0.011921
4035,,,6,0.003285
4036,,,36,0.028328
4037,,,44,0.003634
4038,,,9,0
4039,,,1,0.036214
4040,,,15,0.004044
4041,,,8,0
4042,,,20,0
4043,,,41,0.042708
4044,,,41,0.007656
4045,,,6,0.003602
4046,,,16,0.113333
4047,,,13,0
4048,,,4,0
4049,,,4,0.002113
4050,,,365,0.002814
4051,,,41,0.112132
4052,,,41,0.039069
4053,,,41,0
4054,,,11,0
4055,,,41,0
4056,,,8,0
4057,,,4,0.008616
4058,,,30,0.016017
4059,,,4,0
4060,,,4,0
4061,,,4,0
4062,,,41,0.029685
4063,,,41,0.000957
4064,,,40,0.001643
4065,,,4,0.021917
4066,,,19,0.000821
4067,,,41,0.041224
4068,,,34,0.014733
4069,,,365,0.045323
4070,,,40,0.005862
4071,,,365,0.013902
4072,,,16,0.013578
4073,,,15,0.022592
4074,,,15,0
4075,,,41,0.016008
4076,,,201,0
4077,,,36,0.006656
4078,,,15,0
4079,,,36,0
4080,,,365,0
4081,,,365,0.00603
4082,,,14,0
4083,,,15,0
4084,,,37,0.003154
4085,,,8,0.158068
4086,,,201,0
4087,,,201,0
4088,,,9,0.035383
4089,,,36,0.360248
4090,,,40,0.021243
4091,,,13,0
4092,,,68,0.052871
4093,,,68,0
4094,,,41,0.034719
4095,,,13,0.034626
4096,,,266,0.000821
4097,,,41,0
4098,,,41,0.244956
4099,,,24,0.015618
4100,,,16,0.016834
4101,,,34,0
4102,,,27,0.011771
4103,,,365,0.001968
4104,,,17,0.010236
4105,,,17,0.044526
4106,,,17,0
4107,,,266,0.002601
4108,,,41,0
4109,,,18,0.003504
4110,,,186,0.001643
4111,,,186,0
4112,,,47,0
4113,,,15,0.005658
4114,,,81,0.072556
4115,,,15,0.003513
4116,,,41,0.118249
4117,,,41,0.012019
4118,,,1,0.012578
4119,,,1,0
4120,,,30,0.070622
4121,,,30,0
4122,,,81,0.044198
4123,,,8,0.000821
4124,,,14,0.051062
4125,,,4,0.090974
4126,,,4,0.008191
4127,,,9,0
4128,,,30,0.001643
4129,,,37,0
4130,,,5,0.013602
4131,,,5,0
4132,,,9,0
4133,,,9,0.002371
4134,,,9,0.006025
4135,,,15,0.070474
4136,,,27,0.064881
4137,,,365,0
4138,,,365,0.013792
4139,,,365,0
4140,,,12,0
4141,,,12,0.003757
4142,,,365,0.001955
4143,,,30,0.006841
4144,,,30,0.029235
4145,,,30,0
4146,,,27,0.006064
4147,,,27,0.052559
4148,,,27,0.005739
4149,,,1,0.010875
4150,,,6,0
4151,,,17,0
4152,,,27,0.050518
4153,,,48,0
4154,,,48,0.000821
4155,,,37,0.007851
4156,,,34,0
4157,,,27,0.020498
4158,,,1,0.010032
4159,,,1,0
4160,,,1,0
4161,,,41,0.003416
4162,,,41,0.004144
4163,,,15,0.000971
4164,,,266,0
4165,,,266,0.000821
4166,,,11,0.010843
4167,,,26,0.010433
4168,,,186,0.020519
4169,,,31,0.008814
4170,,,44,0
4171,,,15,0.002349
4172,,,13,0
4173,,,13,0
4174,,,26,0.004645
4175,,,30,0.018809
4176,,,1,0
4177,,,9,0
4178,,,9,0.000821
4179,,,2,0
4180,,,15,0.000969
4181,,,19,0
4182,,,19,0.000821
4183,,,30,0.449391
4184,,,5,0.009135
4185,,,30,0
4186,,,30,0
4187,,,17,0
4188,,,17,0.001643
4189,,,17,0
4190,,,6,0.175109
4191,,,21,0
4192,,,26,0
4193,,,26,0.001643
4194,,,47,0
4195,,,13,0.0442
4196,,,41,0.007415
4197,,,8,0.028531
4198,,,41,0.00352
4199,,,26,0
4200,,,24,0.000821
4201,,,27,0.011771
4202,,,9,0.011656
4203,,,36,0.015039
4204,,,36,0
4205,,,36,0
4206,,,17,0.008645
4207,,,365,0.032691
4208,,,6,0.014063
4209,,,36,0
4210,,,19,0.063807
4211,,,186,0.009377
4212,,,19,0
4213,,,7,0
4214,,,41,0.006929
4215,,,14,0.002349
4216,,,0,0
4217,,,68,0.041347
4218,,,37,0.054269
4219,,,68,0.0078
