Id,Label,timeset,modularity_class,eigencentrality
27088,,,6,0
27089,,,13,0
27090,,,5,0
27091,,,10,0
27092,,,4,0.001643
27093,,,13,0.010668
27094,,,68,0
27095,,,68,0
27096,,,2,0.009789
27097,,,18,0
27098,,,16,0
27099,,,16,0.003903
27100,,,29,0.010192
27101,,,81,0.00421
27102,,,34,0.015997
27103,,,34,0
27104,,,7,0
27105,,,7,0.006328
27106,,,37,0
27107,,,16,0.000821
27108,,,41,0
27109,,,38,0.000821
27110,,,2,0
27111,,,2,0.028503
27112,,,186,0.001643
27113,,,37,0
27114,,,27,0
27115,,,329,0
27116,,,47,0.014216
27117,,,37,0
27118,,,37,0
27119,,,37,0
27120,,,21,0.001828
27121,,,37,0
27122,,,7,0.006628
27123,,,15,0.001195
27124,,,68,0
27125,,,17,0.013679
27126,,,365,0.001113
27127,,,34,0
27128,,,27,0.021544
27129,,,30,0
27130,,,6,0
27131,,,27,0.00492
27132,,,266,0.008133
27133,,,14,0.003258
27134,,,266,0
27135,,,7,0
27136,,,365,0.001477
27137,,,197,0.004875
27138,,,4,0.008034
27139,,,0,0.001752
27140,,,365,0.002583
27141,,,365,0
27142,,,15,0.003513
27143,,,15,0.005557
27144,,,7,0
27145,,,27,0.051234
27146,,,6,0
27147,,,27,0.030583
27148,,,13,0
27149,,,13,0
27150,,,26,0
27151,,,26,0.000821
27152,,,197,0
27153,,,27,0.001615
27154,,,27,0.000821
27155,,,30,0
27156,,,4,0
27157,,,6,0.007806
27158,,,27,0.002102
27159,,,11,0.001231
27160,,,2,0
27161,,,15,0
27162,,,37,0
27163,,,37,0.025838
27164,,,15,0.000968
27165,,,6,0
27166,,,47,0.000821
27167,,,68,0
27168,,,41,0
27169,,,201,0
27170,,,201,0
27171,,,6,0
27172,,,365,0.019537
27173,,,4,0
27174,,,186,0.003758
27175,,,186,0.007969
27176,,,36,0.014919
27177,,,365,0.000957
27178,,,41,0
27179,,,12,0.000957
27180,,,37,0
27181,,,12,0
27182,,,27,0.002936
27183,,,0,0.000821
27184,,,6,0.101375
27185,,,6,0
27186,,,36,0.001667
27187,,,81,0.003248
27188,,,27,0.009105
27189,,,27,0
27190,,,365,0.014671
27191,,,30,0
27192,,,19,0.002153
27193,,,197,0
27194,,,1,0.001643
27195,,,186,0
27196,,,81,0.000821
27197,,,47,0.000821
27198,,,266,0.000821
27199,,,27,0
27200,,,27,0
27201,,,34,0
27202,,,330,0
27203,,,330,0.000821
27204,,,0,0
27205,,,2,0
27206,,,15,0
27207,,,13,0.016017
27208,,,20,0
27209,,,9,0
27210,,,201,0.000981
27211,,,29,0.007358
27212,,,29,0
27213,,,10,0.007635
27214,,,68,0
27215,,,2,0.010962
27216,,,10,0
27217,,,68,0.009036
27218,,,68,0
27219,,,18,0.013848
27220,,,2,0
27221,,,26,0.01163
27222,,,26,0
27223,,,44,0.006703
27224,,,6,0.015671
27225,,,9,0.003956
27226,,,9,0
27227,,,11,0
27228,,,40,0
27229,,,30,0.002464
27230,,,12,0
27231,,,12,0
27232,,,12,0
27233,,,266,0
27234,,,41,0.049267
27235,,,41,0
27236,,,41,0
27237,,,41,0
27238,,,41,0
27239,,,41,0
27240,,,30,0
27241,,,365,0
27242,,,7,0
27243,,,365,0.037581
27244,,,365,0
27245,,,365,0
27246,,,365,0
27247,,,365,0
27248,,,365,0
27249,,,8,0
27250,,,19,0.001093
27251,,,26,0.004658
27252,,,6,0.006828
27253,,,15,0.01066
27254,,,31,0.003087
27255,,,13,0.009015
27256,,,6,0.013757
27257,,,8,0
27258,,,8,0.005275
27259,,,17,0.043454
27260,,,186,0.003849
27261,,,41,0
27262,,,86,0.013694
27263,,,365,0
27264,,,9,0
27265,,,9,0.006881
27266,,,15,0
27267,,,34,0
27268,,,34,0
27269,,,186,0.026665
27270,,,27,0
27271,,,34,0
27272,,,186,0.021011
27273,,,68,0
27274,,,17,0.000821
27275,,,27,0
27276,,,81,0
27277,,,81,0
27278,,,5,0.005888
27279,,,201,0
27280,,,29,0
27281,,,17,0
27282,,,47,0.007983
27283,,,17,0
27284,,,15,0
27285,,,30,0.000957
27286,,,30,0.008034
27287,,,186,0.003039
27288,,,186,0.008004
27289,,,5,0.000821
27290,,,18,0
27291,,,27,0
27292,,,41,0
27293,,,9,0
27294,,,3,0.000821
27295,,,186,0
27296,,,6,0
27297,,,6,0
27298,,,6,0
27299,,,3,0
27300,,,186,0
27301,,,186,0
27302,,,4,0
27303,,,4,0
27304,,,4,0
27305,,,365,0
27306,,,41,0
27307,,,41,0
27308,,,5,0.001662
27309,,,37,0
27310,,,37,0.000821
27311,,,40,0
27312,,,13,0.01628
27313,,,18,0.026189
27314,,,17,0
27315,,,81,0
27316,,,36,0.002628
27317,,,15,0.00388
27318,,,15,0
27319,,,17,0.02965
27320,,,17,0.001102
27321,,,186,0
27322,,,186,0
27323,,,31,0
27324,,,15,0
27325,,,18,0
27326,,,18,0.001643
27327,,,18,0
27328,,,266,0
27329,,,15,0.001643
27330,,,36,0.034135
27331,,,36,0
27332,,,36,0
27333,,,36,0
27334,,,36,0
27335,,,36,0
27336,,,15,0
27337,,,15,0
27338,,,15,0
27339,,,15,0
27340,,,15,0
27341,,,15,0
27342,,,0,0.0026
27343,,,14,0
27344,,,1,0
27345,,,1,0
27346,,,15,0.017368
27347,,,365,0.000821
27348,,,29,0
27349,,,29,0.007984
27350,,,17,0
27351,,,17,0
27352,,,8,0.003305
27353,,,2,0
27354,,,37,0.011621
27355,,,20,0
27356,,,15,0
27357,,,17,0
27358,,,19,0.00334
27359,,,15,0
27360,,,41,0
27361,,,365,0
27362,,,365,0.007593
27363,,,36,0.010902
27364,,,15,0.010767
27365,,,34,0.004608
27366,,,201,0.005961
27367,,,266,0.009471
27368,,,9,0
27369,,,9,0
27370,,,0,0.001798
27371,,,4,0
27372,,,11,0.002188
27373,,,81,0
27374,,,41,0.000821
27375,,,81,0.010422
27376,,,81,0.022975
27377,,,2,0
27378,,,34,0
27379,,,201,0.001514
27380,,,365,0
27381,,,365,0
27382,,,27,0
27383,,,16,0.000821
27384,,,44,0.010196
27385,,,41,0
27386,,,17,0.006128
27387,,,17,0
27388,,,15,0
27389,,,81,0
27390,,,6,0
27391,,,136,0.002295
27392,,,9,0.017885
27393,,,5,0
27394,,,6,0
27395,,,24,0.003982
27396,,,186,0.02353
27397,,,186,0
27398,,,44,0.001938
27399,,,16,0.002558
27400,,,365,0
27401,,,30,0.008034
27402,,,6,0.005761
27403,,,9,0
27404,,,365,0.00843
27405,,,365,0.001915
27406,,,11,0.001231
27407,,,29,0.00587
27408,,,365,0.004012
27409,,,37,0.0064
27410,,,37,0
27411,,,37,0
27412,,,13,0.009014
27413,,,8,0
27414,,,44,0.001093
27415,,,47,0.000821
27416,,,36,0.053246
27417,,,36,0
27418,,,86,0.0118
27419,,,365,0.000821
27420,,,8,0.000821
27421,,,6,0
27422,,,12,0.006628
27423,,,331,0.000969
27424,,,15,0
27425,,,13,0.017808
27426,,,11,0.000957
27427,,,30,0
27428,,,7,0
27429,,,86,0
27430,,,17,0
27431,,,17,0.000821
27432,,,6,0.004071
27433,,,19,0.007894
27434,,,81,0
27435,,,13,0.000821
27436,,,266,0
27437,,,26,0
27438,,,7,0.000821
27439,,,7,0.002913
27440,,,186,0.006166
27441,,,266,0.000821
27442,,,81,0.001779
27443,,,21,0.001527
27444,,,11,0.004108
27445,,,27,0.009647
27446,,,27,0
27447,,,26,0.002479
27448,,,266,0.000821
27449,,,6,0
27450,,,26,0
27451,,,365,0
27452,,,31,0.053398
27453,,,13,0.003463
27454,,,2,0.004885
27455,,,37,0
27456,,,1,0
27457,,,36,0
27458,,,36,0.015744
27459,,,186,0
27460,,,8,0.003634
27461,,,13,0.008833
27462,,,2,0.013486
27463,,,12,0
27464,,,365,0
27465,,,17,0
27466,,,365,0
27467,,,14,0
27468,,,6,0
27469,,,36,0
27470,,,15,0.009837
27471,,,15,0.020272
27472,,,21,0
27473,,,21,0.002238
27474,,,21,0.008465
27475,,,21,0.001527
27476,,,47,0.014209
27477,,,266,0
27478,,,40,0
27479,,,136,0
27480,,,7,0
27481,,,19,0.003465
27482,,,9,0.003179
27483,,,13,0
27484,,,365,0.00175
27485,,,41,0.000821
27486,,,41,0.013615
27487,,,13,0
27488,,,2,0
27489,,,81,0
27490,,,4,0
27491,,,186,0.00101
27492,,,81,0.005662
27493,,,81,0
27494,,,14,0
27495,,,186,0.002521
27496,,,2,0
27497,,,365,0.005576
27498,,,2,0
27499,,,2,0.000821
27500,,,5,0
27501,,,2,0.031968
27502,,,2,0.004987
27503,,,266,0
27504,,,266,0
27505,,,1,0.001643
27506,,,34,0.006183
27507,,,8,0.021022
27508,,,8,0
27509,,,1,0.08056
27510,,,34,0
27511,,,16,0
27512,,,186,0
27513,,,365,0
27514,,,365,0.02336
27515,,,365,0
27516,,,8,0
27517,,,8,0
27518,,,13,0.001684
27519,,,37,0.005654
27520,,,37,0
27521,,,37,0.000821
27522,,,27,0
27523,,,20,0.003611
27524,,,365,0.039856
27525,,,8,0
27526,,,186,0
27527,,,4,0.00389
27528,,,332,0
27529,,,332,0.001938
27530,,,5,0.001084
27531,,,365,0.007938
27532,,,7,0.000821
27533,,,37,0.003075
27534,,,27,0
27535,,,365,0.003525
27536,,,136,0.003851
27537,,,47,0.000821
27538,,,68,0
27539,,,186,0
27540,,,40,0.006357
27541,,,9,0.004077
27542,,,11,0
27543,,,365,0.034479
27544,,,47,0
27545,,,34,0
27546,,,34,0
27547,,,6,0.002912
27548,,,15,0.000821
27549,,,365,0
27550,,,41,0.000821
27551,,,0,0.017432
27552,,,0,0
27553,,,81,0.019173
27554,,,4,0
27555,,,365,0.00175
27556,,,333,0
27557,,,333,0.000821
27558,,,47,0.024279
27559,,,34,0.007539
27560,,,365,0
27561,,,31,0
27562,,,31,0.00362
27563,,,31,0
27564,,,266,0.018162
27565,,,266,0
27566,,,37,0.00571
27567,,,365,0
27568,,,6,0
27569,,,266,0
27570,,,14,0
27571,,,14,0
27572,,,14,0
27573,,,6,0.008694
27574,,,30,0
27575,,,30,0
27576,,,27,0
27577,,,27,0.000821
27578,,,41,0.001703
27579,,,19,0.003
27580,,,31,0.002037
27581,,,30,0
27582,,,30,0
27583,,,197,0
27584,,,27,0
27585,,,27,0.003691
27586,,,86,0.001938
27587,,,17,0.002841
27588,,,186,0.021182
27589,,,19,0.001117
27590,,,40,0
27591,,,40,0
27592,,,68,0.002755
27593,,,41,0.009958
27594,,,68,0.003603
27595,,,10,0.003831
27596,,,12,0.000821
27597,,,9,0.002631
27598,,,365,0
27599,,,2,0.003457
27600,,,36,0
27601,,,41,0.000821
27602,,,6,0.00186
27603,,,4,0.0199
27604,,,4,0
27605,,,4,0
27606,,,7,0.022156
27607,,,16,0
27608,,,16,0
27609,,,17,0.000821
27610,,,8,0.010151
27611,,,8,0
27612,,,34,0.018203
27613,,,34,0
27614,,,12,0.021396
27615,,,15,0
27616,,,26,0.002094
27617,,,5,0.006896
27618,,,5,0
27619,,,9,0
27620,,,26,0.003441
27621,,,186,0.004926
27622,,,34,0
27623,,,17,0.031643
27624,,,17,0
27625,,,17,0
27626,,,17,0
27627,,,17,0
27628,,,17,0
27629,,,6,0
27630,,,15,0.03253
27631,,,15,0
27632,,,6,0.000821
27633,,,34,0
27634,,,34,0.004477
27635,,,27,0.001493
27636,,,5,0
27637,,,37,0
27638,,,12,0
27639,,,16,0
27640,,,16,0
27641,,,27,0.050794
27642,,,15,0
27643,,,186,0.001779
27644,,,186,0
27645,,,1,0.000821
27646,,,186,0.009133
27647,,,14,0
27648,,,14,0
27649,,,15,0.004556
27650,,,17,0.000821
27651,,,4,0.003381
27652,,,16,0.002558
27653,,,18,0.020317
27654,,,18,0
27655,,,15,0.012833
27656,,,18,0.004928
27657,,,136,0
27658,,,18,0
27659,,,3,0.005761
27660,,,15,0
27661,,,17,0
27662,,,12,0
27663,,,12,0.001643
27664,,,6,0
27665,,,8,0
27666,,,26,0
27667,,,13,0
27668,,,37,0.003322
27669,,,10,0.001643
27670,,,15,0.006673
27671,,,186,0.001643
27672,,,15,0.013346
27673,,,36,0
27674,,,341,0
27675,,,341,0.000821
27676,,,9,0
27677,,,20,0
27678,,,20,0.001779
27679,,,15,0
27680,,,18,0
27681,,,30,0
27682,,,37,0.004639
27683,,,47,0
27684,,,47,0.001779
27685,,,15,0.000821
27686,,,13,0
27687,,,13,0
27688,,,26,0
27689,,,9,0
27690,,,30,0.000821
27691,,,27,0
27692,,,27,0
27693,,,27,0.004871
27694,,,36,0
27695,,,14,0.016418
27696,,,14,0
27697,,,14,0
27698,,,41,0
27699,,,14,0
27700,,,14,0
27701,,,13,0
27702,,,13,0.000821
27703,,,8,0.019523
27704,,,365,0.026684
27705,,,3,0.011267
27706,,,37,0.004756
27707,,,14,0
27708,,,14,0.005429
27709,,,14,0
27710,,,68,0
27711,,,8,0
27712,,,4,0
27713,,,47,0.002512
27714,,,2,0
27715,,,21,0
27716,,,68,0
27717,,,68,0
27718,,,68,0
27719,,,136,0.003067
27720,,,13,0
27721,,,34,0
27722,,,13,0.002937
27723,,,41,0
27724,,,41,0.000821
27725,,,41,0.004302
27726,,,41,0
27727,,,15,0
27728,,,34,0.001926
27729,,,34,0
27730,,,26,0.011947
27731,,,36,0
27732,,,40,0.000821
27733,,,30,0
27734,,,11,0
27735,,,68,0.00409
27736,,,68,0
27737,,,15,0.009184
27738,,,15,0
27739,,,15,0
27740,,,266,0
27741,,,7,0.000821
27742,,,40,0
27743,,,30,0.038764
27744,,,136,0
27745,,,26,0
27746,,,136,0
27747,,,14,0.001643
27748,,,14,0
27749,,,37,0
27750,,,334,0
27751,,,334,0.000821
27752,,,6,0.002224
27753,,,37,0.02653
27754,,,47,0.000957
27755,,,30,0
27756,,,41,0
27757,,,365,0.000821
27758,,,86,0.003591
27759,,,335,0
27760,,,335,0.000821
27761,,,37,0.002541
27762,,,365,0
27763,,,365,0
27764,,,197,0.002313
27765,,,365,0.000821
27766,,,47,0
27767,,,47,0
27768,,,47,0
27769,,,47,0
27770,,,47,0
27771,,,365,0
27772,,,37,0
27773,,,1,0.000821
27774,,,36,0.020787
27775,,,336,0
27776,,,336,0.000821
27777,,,0,0
27778,,,197,0
27779,,,266,0
27780,,,4,0
27781,,,34,0
27782,,,34,0.003961
27783,,,266,0
27784,,,4,0.000821
27785,,,41,0
27786,,,41,0
27787,,,34,0
27788,,,136,0.004558
27789,,,37,0.001286
27790,,,365,0.003263
27791,,,3,0
27792,,,17,0.000821
27793,,,266,0.002062
27794,,,15,0
27795,,,15,0.019638
27796,,,15,0
27797,,,15,0
27798,,,365,0.032573
27799,,,37,0
27800,,,47,0
27801,,,136,0
27802,,,186,0.035517
27803,,,136,0
27804,,,44,0
27805,,,14,0
27806,,,201,0.000821
27807,,,47,0.032595
27808,,,47,0
27809,,,13,0.014719
27810,,,365,0.032432
27811,,,4,0.001643
27812,,,337,0
27813,,,337,0.000821
27814,,,41,0.00349
27815,,,44,0.005697
27816,,,13,0
27817,,,13,0
27818,,,24,0
27819,,,81,0
27820,,,37,0
27821,,,37,0.004136
27822,,,26,0
27823,,,365,0.002639
27824,,,8,0.01354
27825,,,34,0.015548
27826,,,27,0
27827,,,27,0.001864
27828,,,6,0.015191
27829,,,37,0.006671
27830,,,37,0
27831,,,37,0
27832,,,34,0
27833,,,34,0
27834,,,16,0
27835,,,44,0
27836,,,30,0.019273
27837,,,24,0.002188
27838,,,4,0.006193
27839,,,8,0.01297
27840,,,13,0.038713
27841,,,13,0
27842,,,24,0
27843,,,5,0.001662
27844,,,19,0
27845,,,41,0.00256
27846,,,9,0.003296
27847,,,41,0
27848,,,7,0
27849,,,26,0.000821
27850,,,338,0.000969
27851,,,186,0.010744
27852,,,27,0
27853,,,27,0.019422
27854,,,40,0.003108
27855,,,13,0
27856,,,18,0.023707
27857,,,4,0.00105
27858,,,10,0
27859,,,186,0
27860,,,34,0.001337
27861,,,30,0.005821
27862,,,3,0
27863,,,3,0
27864,,,3,0
27865,,,19,0.006322
27866,,,19,0
27867,,,15,0.0206
27868,,,5,0.003114
27869,,,5,0
27870,,,37,0
27871,,,37,0
27872,,,27,0.002102
27873,,,7,0.017447
27874,,,266,0.001524
27875,,,37,0
27876,,,3,0
27877,,,14,0.002574
27878,,,15,0.007246
27879,,,15,0
27880,,,47,0.004786
27881,,,41,0
27882,,,365,0.020206
27883,,,36,0
27884,,,29,0.011334
27885,,,11,0
27886,,,11,0
27887,,,11,0
27888,,,13,0
27889,,,9,0.000821
27890,,,37,0
27891,,,37,0.001643
27892,,,5,0.004231
27893,,,16,0.001643
27894,,,16,0
27895,,,18,0.001036
27896,,,13,0.016017
27897,,,136,0.001093
27898,,,15,0
27899,,,41,0.007238
27900,,,41,0
27901,,,15,0.000999
27902,,,36,0.006792
27903,,,41,0.00749
27904,,,41,0.000821
27905,,,19,0
27906,,,136,0
27907,,,20,0.011565
27908,,,20,0
27909,,,20,0
27910,,,26,0.048535
27911,,,339,0
27912,,,339,0.000821
27913,,,30,0
27914,,,30,0.002227
27915,,,24,0.003025
27916,,,12,0.010554
27917,,,136,0
27918,,,8,0.000821
27919,,,21,0
27920,,,21,0
27921,,,21,0
27922,,,40,0.002404
27923,,,6,0
27924,,,6,0.011019
27925,,,6,0
27926,,,8,0
27927,,,4,0.004856
27928,,,14,0
27929,,,14,0.004079
27930,,,186,0.00408
27931,,,6,0
27932,,,34,0.002956
27933,,,81,0
27934,,,34,0.013765
27935,,,29,0
27936,,,365,0
27937,,,365,0.000821
27938,,,31,0
27939,,,197,0.015992
27940,,,197,0
27941,,,13,0
27942,,,37,0.042776
27943,,,365,0
27944,,,365,0
27945,,,365,0
27946,,,30,0.017058
27947,,,34,0.015246
27948,,,34,0
27949,,,340,0
27950,,,340,0.000821
27951,,,40,0
27952,,,40,0
27953,,,266,0.006415
27954,,,19,0
27955,,,47,0.007008
27956,,,197,0.001755
27957,,,37,0.003046
27958,,,8,0
27959,,,341,0.000821
27960,,,41,0
27961,,,1,0
27962,,,36,0.001328
27963,,,20,0.013613
27964,,,2,0.000821
27965,,,7,0
27966,,,41,0
27967,,,365,0.000821
27968,,,4,0
27969,,,14,0.014905
27970,,,197,0.015217
27971,,,197,0
27972,,,365,0.003408
27973,,,19,0
27974,,,4,0.000821
27975,,,19,0.001643
27976,,,14,0
27977,,,14,0
27978,,,27,0
27979,,,27,0.002025
27980,,,17,0
27981,,,81,0.006009
27982,,,7,0.004651
27983,,,36,0
27984,,,4,0
27985,,,10,0.012618
27986,,,6,0.028221
27987,,,81,0
27988,,,81,0
27989,,,81,0
27990,,,201,0.005435
27991,,,342,0
27992,,,342,0.000821
27993,,,197,0.00331
27994,,,37,0
27995,,,10,0
27996,,,10,0
27997,,,10,0
27998,,,81,0.002073
27999,,,18,0.005621
28000,,,18,0
28001,,,365,0
28002,,,186,0
28003,,,4,0.00787
28004,,,4,0.001643
28005,,,34,0
28006,,,4,0
28007,,,44,0.000821
28008,,,41,0.00531
28009,,,24,0
28010,,,24,0.0026
28011,,,365,0.000821
28012,,,68,0.019867
28013,,,68,0
28014,,,68,0
28015,,,365,0
28016,,,136,0
28017,,,17,0
28018,,,15,0.000821
28019,,,27,0
28020,,,186,0.004426
28021,,,47,0.000957
28022,,,8,0.003738
28023,,,26,0.00258
28024,,,365,0.014982
28025,,,44,0
28026,,,1,0
28027,,,343,0
28028,,,343,0.001643
28029,,,8,0.014602
28030,,,12,0.026059
28031,,,18,0
28032,,,8,0
28033,,,37,0
28034,,,344,0
28035,,,344,0.000821
28036,,,345,0
28037,,,345,0.000821
28038,,,3,0
28039,,,81,0.001905
28040,,,47,0.004585
28041,,,343,0
28042,,,4,0.004821
28043,,,15,0
28044,,,186,0.000821
28045,,,34,0
28046,,,34,0.001643
28047,,,365,0.005323
28048,,,27,0
28049,,,37,0
28050,,,37,0
28051,,,37,0.000821
28052,,,41,0.001349
28053,,,27,0
28054,,,8,0
28055,,,365,0.005332
28056,,,47,0.007008
28057,,,8,0.000821
28058,,,27,0
28059,,,7,0.000821
28060,,,14,0.000968
28061,,,81,0.009349
28062,,,81,0
28063,,,81,0
28064,,,13,0
28065,,,266,0
28066,,,37,0.003965
28067,,,37,0
28068,,,6,0
28069,,,6,0
28070,,,40,0
28071,,,41,0
28072,,,41,0.00341
28073,,,17,0
28074,,,186,0
28075,,,27,0
28076,,,27,0.009913
28077,,,27,0
28078,,,1,0.016894
28079,,,6,0.00235
28080,,,2,0.006563
28081,,,2,0.005157
28082,,,34,0.001643
28083,,,13,0.002701
28084,,,266,0
28085,,,36,0
28086,,,4,0
28087,,,4,0
28088,,,4,0
28089,,,4,0
28090,,,41,0.006264
28091,,,0,0
28092,,,365,0.016156
28093,,,29,0.004053
28094,,,36,0
28095,,,36,0
28096,,,36,0
28097,,,36,0.000821
28098,,,34,0
28099,,,34,0
28100,,,6,0
28101,,,201,0.010202
28102,,,29,0
28103,,,29,0
28104,,,36,0
28105,,,36,0
28106,,,30,0.007433
28107,,,27,0
28108,,,0,0
28109,,,47,0.020094
28110,,,136,0.030606
28111,,,41,0.07178
28112,,,37,0.003144
28113,,,21,0.001182
28114,,,14,0
28115,,,15,0
28116,,,9,0
28117,,,37,0.009458
28118,,,18,0.00511
28119,,,18,0.004462
28120,,,4,0.001779
28121,,,15,0
28122,,,365,0.000821
28123,,,346,0
28124,,,346,0.000821
28125,,,47,0
28126,,,201,0
28127,,,15,0
28128,,,347,0
28129,,,347,0.000821
28130,,,266,0.004677
28131,,,26,0
28132,,,26,0.001105
28133,,,1,0.001319
28134,,,44,0.001258
28135,,,4,0.005157
28136,,,4,0
28137,,,136,0
28138,,,14,0
28139,,,14,0
28140,,,14,0
28141,,,14,0
28142,,,41,0.006036
28143,,,12,0
28144,,,12,0
28145,,,86,0.001699
28146,,,44,0
28147,,,44,0
28148,,,44,0.001168
28149,,,37,0
28150,,,5,0
28151,,,9,0.003556
28152,,,36,0.012785
28153,,,36,0
28154,,,15,0
28155,,,2,0.000821
28156,,,348,0
28157,,,348,0.000821
28158,,,349,0
28159,,,349,0.000821
28160,,,27,0.004109
28161,,,36,0.000821
28162,,,186,0.001125
28163,,,15,0.000957
28164,,,27,0
28165,,,34,0.004991
28166,,,34,0
28167,,,34,0.000821
28168,,,4,0.009736
28169,,,27,0
28170,,,0,0.005657
28171,,,34,0.004141
28172,,,365,0
28173,,,27,0.001753
28174,,,8,0
28175,,,8,0.016555
28176,,,31,0.000821
28177,,,4,0.000821
28178,,,2,0
28179,,,44,0.002419
28180,,,20,0
28181,,,20,0
28182,,,20,0
28183,,,27,0.001049
28184,,,20,0
28185,,,4,0.001942
28186,,,15,0
28187,,,15,0
28188,,,37,0.002869
28189,,,41,0
28190,,,13,0.009022
28191,,,41,0
28192,,,12,0.006531
28193,,,12,0
28194,,,21,0.00267
28195,,,37,0.005783
28196,,,16,0
28197,,,15,0.023386
28198,,,15,0
28199,,,27,0
28200,,,3,0
28201,,,3,0.004099
28202,,,16,0
28203,,,16,0
28204,,,17,0
28205,,,27,0.001753
28206,,,36,0.001643
28207,,,4,0
28208,,,29,0.002044
28209,,,86,0.021218
28210,,,2,0
28211,,,29,0.005565
28212,,,37,0.001507
28213,,,266,0
28214,,,21,0
28215,,,36,0.016117
28216,,,21,0
28217,,,15,0
28218,,,15,0
28219,,,4,0.002292
28220,,,37,0.027385
28221,,,197,0.003801
28222,,,29,0.002984
28223,,,4,0
28224,,,16,0.001753
28225,,,136,0.000821
28226,,,11,0
28227,,,47,0.004786
28228,,,30,0.001643
28229,,,0,0
28230,,,9,0
28231,,,9,0.003288
28232,,,4,0
28233,,,14,0
28234,,,27,0
28235,,,37,0
28236,,,15,0.006154
28237,,,15,0
28238,,,20,0.014404
28239,,,27,0.007974
28240,,,27,0
28241,,,9,0.009173
28242,,,27,0.000957
28243,,,8,0
28244,,,41,0
28245,,,3,0.000821
28246,,,4,0
28247,,,5,0.001254
28248,,,27,0.001753
28249,,,11,0
28250,,,9,0
28251,,,9,0
28252,,,27,0
28253,,,27,0.009003
28254,,,266,0.075474
28255,,,266,0
28256,,,4,0.077105
28257,,,4,0
28258,,,81,0
28259,,,81,0.005107
28260,,,6,0.003705
28261,,,15,0.000957
28262,,,27,0.000821
28263,,,9,0.004322
28264,,,27,0.001753
28265,,,16,0
28266,,,81,0.003248
28267,,,36,0
28268,,,16,0
28269,,,16,0
28270,,,16,0.056922
28271,,,9,0.026026
28272,,,365,0.00218
28273,,,365,0
28274,,,350,0
28275,,,350,0.000821
28276,,,9,0.000821
28277,,,4,0
28278,,,36,0
28279,,,37,0
28280,,,4,0.027282
28281,,,351,0
28282,,,351,0.000821
28283,,,2,0.007457
28284,,,41,0
28285,,,27,0
28286,,,2,0.006123
28287,,,27,0.001964
28288,,,365,0
28289,,,17,0
28290,,,365,0.000957
28291,,,365,0
28292,,,197,0
28293,,,13,0.001133
28294,,,4,0
28295,,,1,0
28296,,,8,0
28297,,,29,0.011419
28298,,,44,0
28299,,,44,0.002952
28300,,,4,0
28301,,,68,0.001714
28302,,,201,0
28303,,,352,0
28304,,,352,0.000821
28305,,,6,0.022918
28306,,,353,0
28307,,,353,0.000821
28308,,,186,0
28309,,,17,0
28310,,,11,0.010816
28311,,,10,0.003343
28312,,,18,0
28313,,,18,0.000971
28314,,,24,0.000957
28315,,,201,0.000821
28316,,,24,0
28317,,,6,0.002977
28318,,,34,0
28319,,,34,0
28320,,,34,0
28321,,,34,0
28322,,,34,0
28323,,,26,0.009233
28324,,,136,0
28325,,,81,0.000957
28326,,,322,0.000821
28327,,,13,0
28328,,,34,0
28329,,,1,0
28330,,,18,0.030241
28331,,,18,0
28332,,,24,0.006584
28333,,,365,0
28334,,,1,0
28335,,,37,0
28336,,,365,0
28337,,,27,0
28338,,,19,0
28339,,,201,0
28340,,,201,0
28341,,,365,0
28342,,,365,0.041647
28343,,,44,0.000821
28344,,,44,0.000957
28345,,,197,0.008172
28346,,,197,0
28347,,,15,0.001264
28348,,,34,0.001447
28349,,,31,0.003155
28350,,,37,0
28351,,,81,0
28352,,,81,0.001779
28353,,,34,0.001123
28354,,,34,0.006939
28355,,,34,0
28356,,,34,0.005703
28357,,,34,0
28358,,,17,0
28359,,,17,0.027397
28360,,,27,0
28361,,,266,0.00472
28362,,,8,0.003088
28363,,,3,0.000821
28364,,,27,0.011646
28365,,,37,0.003601
28366,,,36,0
28367,,,36,0
28368,,,31,0
28369,,,31,0
28370,,,31,0
28371,,,197,0
28372,,,197,0.002323
28373,,,18,0.001915
28374,,,354,0
28375,,,354,0.000821
28376,,,27,0.001708
28377,,,365,0
28378,,,36,0
28379,,,6,0
28380,,,6,0.007403
28381,,,6,0
28382,,,266,0
28383,,,266,0
28384,,,9,0.002903
28385,,,27,0.004217
28386,,,19,0
28387,,,197,0
28388,,,37,0
28389,,,9,0
28390,,,266,0.006415
28391,,,0,0
28392,,,0,0
28393,,,355,0
28394,,,355,0.000821
28395,,,7,0.004833
28396,,,356,0
28397,,,356,0.000821
28398,,,18,0.004913
28399,,,186,0
28400,,,30,0
28401,,,30,0
28402,,,16,0
28403,,,4,0.000957
28404,,,16,0.012082
28405,,,16,0
28406,,,3,0.002924
28407,,,266,0.006415
28408,,,37,0.002896
28409,,,27,0.000821
28410,,,9,0.038437
28411,,,186,0.036495
28412,,,186,0
28413,,,186,0
28414,,,2,0.001146
28415,,,27,0.001753
28416,,,9,0
28417,,,9,0
28418,,,9,0
28419,,,365,0
28420,,,31,0
28421,,,357,0
28422,,,357,0.000821
28423,,,6,0
28424,,,36,0.050119
28425,,,12,0
28426,,,4,0.003086
28427,,,15,0.001626
28428,,,2,0
28429,,,37,0
28430,,,37,0.016886
